synset	hyponym	lang	gloss
man	father	Chinese	父親大人
man	father	Chinese	皇阿瑪
man	father	Chinese	父皇
man	father	Chinese	先父
man	father	Chinese	家严
man	father	Chinese	先嚴
man	father	Chinese	老竇
man	father	Chinese	阿玛
man	father	Chinese	令尊
man	father	Chinese	先考
man	father	Chinese	家嚴
man	father	Chinese	老豆
man	father	Chinese	生父
man	father	Chinese	亡父
man	father	Chinese	多桑
man	father	Chinese	爹哋
man	father	Chinese	begetter
man	father	Chinese	父本
man	father	Basque	aita
man	father	Basque	Aita
man	father	Arabic	أب
man	father	Arabic	الأب
man	father	Arabic	والد
man	father	Arabic	مولودٌ_له
man	father	Arabic	أَب
man	father	Arabic	أبّ
man	father	Arabic	مُنْجِب
man	father	Arabic	وَالِد
man	father	Arabic	آباء
man	father	Arabic	Father
man	father	Arabic	المنجب
man	father	Arabic	ذكر_الوالد
man	father	Greek	πατέρας
man	father	Greek	μπαμπάς
man	father	Greek	δημιουργός
man	father	Greek	αρσενικός_γονέας
man	father	Vietnamese	cha
man	father	Vietnamese	Cha
man	father	Vietnamese	ba
man	father	Vietnamese	bố
man	father	Vietnamese	thầy
man	father	Vietnamese	Thân_phụ
man	father	Vietnamese	Tía
man	father	Vietnamese	Bố
man	father	Vietnamese	nam_cha_mẹ
man	father	Vietnamese	begetter
man	brother	English	brother
man	brother	English	blood_brother
man	brother	English	Brothers
man	brother	Swedish	bror
man	brother	Swedish	brorsa
man	brother	Swedish	broder
man	brother	Swedish	Broder
man	brother	Swedish	Brorsa
man	brother	Swedish	Halvbroder
man	brother	Swedish	Halvbror
man	brother	Spanish	hermano
man	brother	Japanese	兄弟
man	brother	Japanese	兄ちゃん
man	brother	Japanese	兄
man	brother	Japanese	ブラザー
man	brother	Japanese	弟
man	brother	Japanese	お兄さん
man	brother	Japanese	三兄弟
man	brother	Japanese	兄じゃ人
man	brother	Japanese	兄い
man	brother	Japanese	兄者
man	brother	Japanese	実弟
man	brother	Japanese	兄御前
man	brother	Japanese	実兄
man	brother	Japanese	兄ぢゃ
man	brother	Japanese	兄さん
man	brother	Japanese	大兄
man	brother	Japanese	兄御
man	brother	Japanese	兄じゃ
man	brother	Japanese	兄者人
man	brother	Japanese	兄貴
man	brother	Japanese	兄人
man	brother	Japanese	兄君
man	brother	Japanese	兄様
man	brother	Georgian	ძმა
man	brother	Polish	brat
man	brother	Polish	braciak
man	brother	Serbian	брат
man	brother	Serbian	брата
man	brother	Chinese	兄弟
man	brother	Chinese	哥哥
man	brother	Chinese	弟弟
man	brother	Chinese	亲兄弟
man	brother	Chinese	弟兄
man	brother	Basque	anaia
man	brother	Basque	neba
man	brother	Arabic	أخ
man	brother	Arabic	شقِيق
man	brother	Arabic	أخّ
man	brother	Arabic	شَقِيق‎
man	brother	Arabic	أَخ‎
man	brother	Arabic	الشقيق
man	brother	Arabic	Brother
man	brother	Arabic	اخ
man	brother	Arabic	الأخ
man	brother	Arabic	شقيق
man	brother	Greek	αδελφός
man	brother	Greek	αδερφός
man	brother	Greek	ἀδελφός
man	brother	Vietnamese	anh_trai
man	brother	Vietnamese	anh_anh_trai
man	brother	Vietnamese	anh/em_trai
man	brother	Vietnamese	anh_em
man	brother	Vietnamese	em
man	brother	Vietnamese	em_trai
man	boy	English	boy
man	boy	English	Boys
man	boy	English	male_child
man	boy	English	lad
man	boy	English	Momche
man	boy	English	Boyism
man	boy	English	Boyish
man	boy	English	Boyishly
man	boy	English	Human_boy
man	boy	English	Boyishness
man	boy	English	Shaveling
man	boy	English	The_boys
man	boy	Swedish	pojke
man	boy	Swedish	kille
man	boy	Swedish	grabb
man	boy	Swedish	Pojke
man	boy	Swedish	Pojkar
man	boy	Swedish	Gosse
man	boy	Swedish	Påg
man	boy	Swedish	Pojk
man	boy	Swedish	Killar
man	boy	Swedish	Grabb
man	boy	Swedish	Gossebarn
man	boy	Spanish	niño
man	boy	Spanish	chico
man	boy	Spanish	muchacho
man	boy	Spanish	chaval
man	boy	Spanish	joven
man	boy	Spanish	jovencito
man	boy	Spanish	garzón
man	boy	Spanish	mozo
man	boy	Spanish	niño_varón
man	boy	Spanish	varón
man	boy	Spanish	hijo_varón
man	boy	Japanese	男の子
man	boy	Japanese	少年
man	boy	Japanese	男児
man	boy	Japanese	坊や
man	boy	Japanese	被害少年
man	boy	Japanese	要保護少年
man	boy	Japanese	御坊さん
man	boy	Japanese	若男
man	boy	Japanese	童子
man	boy	Japanese	童
man	boy	Japanese	男の児
man	boy	Japanese	三太
man	boy	Japanese	和郎
man	boy	Japanese	子
man	boy	Japanese	小僧
man	boy	Japanese	小僮
man	boy	Japanese	男子
man	boy	Japanese	坊主
man	boy	Japanese	坊ち
man	boy	Japanese	小童
man	boy	Japanese	童男
man	boy	Japanese	少童
man	boy	Georgian	ბიჭი
man	boy	Georgian	ყმაწვილი
man	boy	Polish	chłopiec
man	boy	Polish	chłopaczek
man	boy	Polish	Chłopiec
man	boy	Polish	chłopak
man	boy	Polish	chłopyszek
man	boy	Polish	chłopczyna
man	boy	Polish	chłopaczyna
man	boy	Polish	chłopczyk
man	boy	Polish	chłopyś
man	boy	Polish	Chłopak
man	boy	Polish	male_dziecko
man	boy	Serbian	дечак
man	boy	Serbian	дечака
man	boy	Serbian	мушко_дете
man	boy	Chinese	男孩
man	boy	Chinese	男孩子
man	boy	Chinese	男_孩
man	boy	Chinese	男子
man	boy	Chinese	少年
man	boy	Chinese	男童
man	boy	Chinese	小男孩
man	boy	Chinese	小弟弟
man	boy	Chinese	少男
man	boy	Basque	mutil
man	boy	Basque	mutiko
man	boy	Basque	Mutil
man	boy	Basque	Mutiko
man	boy	Arabic	الصبي
man	boy	Arabic	صبي
man	boy	Arabic	وَلَد
man	boy	Arabic	وَلَدٌ
man	boy	Arabic	صبِيّ
man	boy	Arabic	فتى
man	boy	Arabic	إِبْن
man	boy	Arabic	Boy
man	boy	Arabic	ذكر_الطفل
man	boy	Greek	αγόρι
man	boy	Greek	Αγόρι
man	boy	Greek	αρσενικό_παιδί
man	boy	Vietnamese	con_trai
man	boy	Vietnamese	cậu_bé
man	boy	Vietnamese	trai
man	boy	Vietnamese	Con_trai
man	boy	Vietnamese	Nam_tử
man	boy	Vietnamese	nam_con
man	grandnephew	English	great-nephew
man	grandnephew	English	grandnephew
man	grandnephew	English	niece-in-law
man	grandnephew	English	nibling
man	grandnephew	English	niece_or_nephew
man	grandnephew	English	nephew-in-law
man	grandnephew	English	step-nephew
man	grandnephew	English	Nibling
man	grandnephew	English	nephew_and_niece
man	grandnephew	English	nephews
man	grandnephew	English	nephews_and_nieces
man	grandnephew	English	nephew
man	grandnephew	English	nephew_or_niece
man	grandnephew	English	Nephew_and_niece
man	grandnephew	English	sororal_niece_or_nephew
man	grandnephew	English	sororal_nibling
man	grandnephew	English	sororal_nephew_or_niece
man	grandnephew	English	Grand-niece
man	grandnephew	English	Great-Nephew
man	grandnephew	English	Step-nephew
man	grandnephew	English	Nephew_and_Niece
man	grandnephew	English	Great_nephew
man	grandnephew	English	Cousin-nephew
man	grandnephew	English	Sister-son
man	grandnephew	English	Nephew-in-law
man	grandnephew	English	Nieble
man	grandnephew	English	Grand_nephew
man	grandnephew	English	Step-niece
man	grandnephew	English	Half-niece
man	grandnephew	English	Neice
man	grandnephew	English	Great-grand-niece
man	grandnephew	English	great-Niece
man	grandnephew	English	Son-sister
man	grandnephew	English	Cousin-grandnephew
man	grandnephew	English	step-niece
man	grandnephew	English	Half-nephew
man	grandnephew	English	Niece_and_nephew
man	grandnephew	English	Nieces
man	grandnephew	English	Great_niece
man	grandnephew	English	Great-nephew
man	grandnephew	English	Sister_son
man	grandnephew	English	Grand_niece
man	grandnephew	English	Nephews
man	grandnephew	English	Sister-daughter
man	grandnephew	English	great-Nephew
man	grandnephew	English	Grand-nephew
man	grandnephew	English	Sister_daughter
man	grandnephew	English	Niblings
man	grandnephew	English	Great-Niece
man	grandnephew	English	Niece-in-law
man	grandnephew	English	Great-grand-nephew
man	grandnephew	English	Great-nephews
man	grandnephew	English	Nephews_and_nieces
man	grandnephew	English	Grandnephew
man	grandnephew	English	Son_sister
man	grandnephew	Swedish	brorson
man	grandnephew	Swedish	nevö_och_niece
man	grandnephew	Swedish	systerson
man	grandnephew	Swedish	niece
man	grandnephew	Swedish	släktskap
man	grandnephew	Swedish	nevö
man	grandnephew	Swedish	systerdotter
man	grandnephew	Swedish	brorsdotter
man	grandnephew	Swedish	brons_sonson
man	grandnephew	Swedish	stora-brorson
man	grandnephew	Spanish	sobrino_nieto
man	grandnephew	Spanish	sobrino-nieto
man	grandnephew	Spanish	resobrino
man	grandnephew	Spanish	hijo_o_hija_de_la_hermana
man	grandnephew	Spanish	sobrino_o_sobrina_sororal
man	grandnephew	Spanish	sobrino_o_sobrina
man	grandnephew	Spanish	sobrino_carnal
man	grandnephew	Spanish	sobrinos_carnales
man	grandnephew	Spanish	sobrina_y_sobrino
man	grandnephew	Spanish	sobrino
man	grandnephew	Spanish	sobrino_y_sobrina
man	grandnephew	Japanese	義甥
man	grandnephew	Japanese	甥
man	grandnephew	Japanese	甥っ子
man	grandnephew	Japanese	大甥
man	grandnephew	Japanese	又甥
man	grandnephew	Japanese	甥姪
man	grandnephew	Japanese	養甥
man	grandnephew	Japanese	曽甥
man	grandnephew	Japanese	甥の息子
man	grandnephew	Polish	syn_brata_lub_siostry
man	grandnephew	Polish	nieć
man	grandnephew	Polish	dziecko_brata_lub_siostry
man	grandnephew	Polish	grandnephew
man	grandnephew	Polish	pra-bratanek
man	grandnephew	Serbian	нећак
man	grandnephew	Serbian	нећаков_син
man	grandnephew	Serbian	супер-сестрић
man	grandnephew	Chinese	甥
man	grandnephew	Chinese	甥侄
man	grandnephew	Chinese	侄孫_侄孙
man	grandnephew	Chinese	甥姪
man	grandnephew	Chinese	外甥或侄子
man	grandnephew	Chinese	外甥
man	grandnephew	Chinese	姨甥
man	grandnephew	Chinese	姨甥女
man	grandnephew	Chinese	外甥女
man	grandnephew	Chinese	大侄子
man	grandnephew	Chinese	侄孙
man	grandnephew	Basque	iloba_txiki
man	grandnephew	Arabic	أبناء_الإخوة
man	grandnephew	Arabic	أبناء_وبنات_الأخ
man	grandnephew	Arabic	ابناء_وبنات_الأخ
man	grandnephew	Arabic	grandnephew
man	grandnephew	Arabic	رائعة_ابن_شقيق
man	grandnephew	Greek	ανιψιός
man	grandnephew	Greek	ανίψι
man	grandnephew	Greek	ανιψιά
man	grandnephew	Greek	grandnephew
man	grandnephew	Greek	μεγάλος-ανηψιός
man	grandnephew	Vietnamese	cháu_trai
man	grandnephew	Vietnamese	great-cháu_trai
man	grandniece	English	grandniece
man	grandniece	English	great-niece
man	grandniece	English	nibling
man	grandniece	English	niece-in-law
man	grandniece	English	niece_or_nephew
man	grandniece	English	nephew-in-law
man	grandniece	English	Nibling
man	grandniece	English	nephew_and_niece
man	grandniece	English	nephews
man	grandniece	English	great-nephew
man	grandniece	English	nephews_and_nieces
man	grandniece	English	nephew
man	grandniece	English	nephew_or_niece
man	grandniece	English	Nephew_and_niece
man	grandniece	English	sororal_niece_or_nephew
man	grandniece	English	sororal_nibling
man	grandniece	English	sororal_nephew_or_niece
man	grandniece	English	Grand-niece
man	grandniece	English	Great-Nephew
man	grandniece	English	Step-nephew
man	grandniece	English	Nephew_and_Niece
man	grandniece	English	Great_nephew
man	grandniece	English	Cousin-nephew
man	grandniece	English	Sister-son
man	grandniece	English	Nephew-in-law
man	grandniece	English	Nieble
man	grandniece	English	Grand_nephew
man	grandniece	English	Step-niece
man	grandniece	English	Half-niece
man	grandniece	English	Neice
man	grandniece	English	Great-grand-niece
man	grandniece	English	great-Niece
man	grandniece	English	Son-sister
man	grandniece	English	Cousin-grandnephew
man	grandniece	English	step-niece
man	grandniece	English	Half-nephew
man	grandniece	English	Niece_and_nephew
man	grandniece	English	Nieces
man	grandniece	English	Great_niece
man	grandniece	English	Sister_son
man	grandniece	English	Grand_niece
man	grandniece	English	Nephews
man	grandniece	English	Sister-daughter
man	grandniece	English	great-Nephew
man	grandniece	English	Grand-nephew
man	grandniece	English	Great-niece
man	grandniece	English	Sister_daughter
man	grandniece	English	Niblings
man	grandniece	English	Great-Niece
man	grandniece	English	Niece-in-law
man	grandniece	English	Great-grand-nephew
man	grandniece	English	Great-nephews
man	grandniece	English	Nephews_and_nieces
man	grandniece	English	Son_sister
man	grandniece	English	step-nephew
man	grandniece	English	Grandniece
man	grandniece	Swedish	brorson
man	grandniece	Swedish	nevö_och_niece
man	grandniece	Swedish	systerson
man	grandniece	Swedish	niece
man	grandniece	Swedish	släktskap
man	grandniece	Swedish	nevö
man	grandniece	Swedish	systerdotter
man	grandniece	Swedish	brorsdotter
man	grandniece	Swedish	brons_sondotter
man	grandniece	Swedish	stora-brorsdotter
man	grandniece	Spanish	sobrina_nieta
man	grandniece	Spanish	hijo_o_hija_de_la_hermana
man	grandniece	Spanish	sobrino_o_sobrina_sororal
man	grandniece	Spanish	sobrino_o_sobrina
man	grandniece	Spanish	sobrina-nieta
man	grandniece	Spanish	sobrino_carnal
man	grandniece	Spanish	sobrinos_carnales
man	grandniece	Spanish	sobrina_y_sobrino
man	grandniece	Spanish	sobrino
man	grandniece	Spanish	sobrino_y_sobrina
man	grandniece	Japanese	義甥
man	grandniece	Japanese	甥
man	grandniece	Japanese	甥っ子
man	grandniece	Japanese	又姪
man	grandniece	Japanese	大姪
man	grandniece	Japanese	甥姪
man	grandniece	Japanese	養甥
man	grandniece	Japanese	曽姪
man	grandniece	Japanese	grandniece
man	grandniece	Japanese	姪孫
man	grandniece	Polish	syn_brata_lub_siostry
man	grandniece	Polish	nieć
man	grandniece	Polish	dziecko_brata_lub_siostry
man	grandniece	Polish	great-siostrzenica
man	grandniece	Polish	grandniece
man	grandniece	Serbian	нећак
man	grandniece	Serbian	супер-нећака
man	grandniece	Serbian	нећакова_кћер
man	grandniece	Chinese	甥
man	grandniece	Chinese	甥侄
man	grandniece	Chinese	侄孫女_侄孙女
man	grandniece	Chinese	甥姪
man	grandniece	Chinese	外甥或侄子
man	grandniece	Chinese	外甥
man	grandniece	Chinese	姨甥
man	grandniece	Chinese	姨甥女
man	grandniece	Chinese	外甥女
man	grandniece	Chinese	侄孙女
man	grandniece	Chinese	大侄女
man	grandniece	Basque	iloba_txiki
man	grandniece	Arabic	أبناء_الإخوة
man	grandniece	Arabic	أبناء_وبنات_الأخ
man	grandniece	Arabic	ابناء_وبنات_الأخ
man	grandniece	Arabic	حفيدة
man	grandniece	Arabic	grandniece
man	grandniece	Greek	ανιψιός
man	grandniece	Greek	ανίψι
man	grandniece	Greek	μικρανιψιά
man	grandniece	Greek	μικρανεψιά
man	grandniece	Greek	ανιψιά
man	grandniece	Greek	grandniece
man	grandniece	Greek	μεγάλος-ανιψιά
man	grandniece	Vietnamese	great-cháu_gái
man	grandniece	Vietnamese	cháu_gái
man	husband	English	husband
man	husband	English	hubby
man	husband	English	married_man
man	husband	English	spouse
man	husband	English	Husbandistic
man	husband	English	Husban
man	husband	English	Hubbie
man	husband	English	Husbandism
man	husband	English	Husbandisms
man	husband	English	Husbandist
man	husband	English	Husband-in-law
man	husband	English	Husbandists
man	husband	English	Married_man
man	husband	Swedish	make
man	husband	Swedish	man
man	husband	Swedish	gubbe
man	husband	Swedish	gift_man
man	husband	Spanish	marido
man	husband	Spanish	esposo
man	husband	Spanish	cónyuge
man	husband	Spanish	hombre
man	husband	Spanish	hombre_casado
man	husband	Japanese	夫
man	husband	Japanese	亭主
man	husband	Japanese	ハズバンド
man	husband	Japanese	ハズ
man	husband	Japanese	旦那
man	husband	Japanese	主人
man	husband	Japanese	既婚男性
man	husband	Japanese	ご主人
man	husband	Japanese	宅
man	husband	Japanese	宿六
man	husband	Japanese	女房持ち
man	husband	Japanese	背子
man	husband	Japanese	入夫
man	husband	Japanese	夫の君
man	husband	Japanese	妻帯者
man	husband	Japanese	檀那
man	husband	Japanese	旦つく
man	husband	Japanese	良人
man	husband	Japanese	ご亭主
man	husband	Japanese	御亭主
man	husband	Georgian	ქმარი
man	husband	Georgian	მეუღლე
man	husband	Georgian	ქმარუკა
man	husband	Polish	mąż
man	husband	Polish	małżonek
man	husband	Polish	ślubny
man	husband	Polish	mężuś
man	husband	Polish	męża
man	husband	Polish	mężulek
man	husband	Polish	żonaty
man	husband	Serbian	супруг
man	husband	Serbian	муж
man	husband	Serbian	suprug
man	husband	Serbian	muž
man	husband	Serbian	ожењен_човек
man	husband	Serbian	мужић
man	husband	Chinese	丈夫
man	husband	Chinese	老公
man	husband	Chinese	夫
man	husband	Chinese	夫婿
man	husband	Chinese	丈_夫
man	husband	Chinese	相公
man	husband	Chinese	良人
man	husband	Chinese	先生
man	husband	Chinese	已婚男人
man	husband	Basque	senar
man	husband	Basque	gizon
man	husband	Basque	Senar
man	husband	Arabic	زوج
man	husband	Arabic	متزوج
man	husband	Arabic	Husband
man	husband	Arabic	الزوج
man	husband	Arabic	رجل_متزوج
man	husband	Arabic	بعل
man	husband	Arabic	زوجها
man	husband	Greek	σύζυγος
man	husband	Greek	άντρας
man	husband	Greek	άνδρας
man	husband	Greek	παντρεμένο_άντρα
man	husband	Vietnamese	chồng
man	husband	Vietnamese	Đức_lang_quân
man	husband	Vietnamese	Ông_xã
man	husband	Vietnamese	Phu_quân
man	husband	Vietnamese	ông_xã
man	husband	Vietnamese	Chồng
man	husband	Vietnamese	Hôn_phu
man	husband	Vietnamese	phu_quân
man	husband	Vietnamese	vợ_chồng_người_đàn_ông
man	husband	Vietnamese	người_chồng
man	nephew	English	nephew
man	nephew	English	step-niece
man	nephew	English	niece-in-law
man	nephew	English	nibling
man	nephew	English	niece_or_nephew
man	nephew	English	nephew-in-law
man	nephew	English	Nibling
man	nephew	English	nephew_and_niece
man	nephew	English	nephews
man	nephew	English	nephews_and_nieces
man	nephew	English	nephew_or_niece
man	nephew	English	Nephew_and_niece
man	nephew	English	sororal_niece_or_nephew
man	nephew	English	sororal_nibling
man	nephew	English	great-niece
man	nephew	English	sororal_nephew_or_niece
man	nephew	English	Grand-niece
man	nephew	English	Great-Nephew
man	nephew	English	Step-nephew
man	nephew	English	Nephew_and_Niece
man	nephew	English	Great_nephew
man	nephew	English	Cousin-nephew
man	nephew	English	Sister-son
man	nephew	English	Nephew-in-law
man	nephew	English	Nieble
man	nephew	English	Grand_nephew
man	nephew	English	Step-niece
man	nephew	English	Half-niece
man	nephew	English	Neice
man	nephew	English	Great-grand-niece
man	nephew	English	great-Niece
man	nephew	English	Son-sister
man	nephew	English	Cousin-grandnephew
man	nephew	English	Half-nephew
man	nephew	English	Niece_and_nephew
man	nephew	English	Nieces
man	nephew	English	Great_niece
man	nephew	English	Sister_son
man	nephew	English	Grand_niece
man	nephew	English	Nephews
man	nephew	English	Sister-daughter
man	nephew	English	great-Nephew
man	nephew	English	Grand-nephew
man	nephew	English	Nephew
man	nephew	English	Sister_daughter
man	nephew	English	Niblings
man	nephew	English	Great-Niece
man	nephew	English	Niece-in-law
man	nephew	English	Great-grand-nephew
man	nephew	English	Great-nephews
man	nephew	English	Nephews_and_nieces
man	nephew	English	Son_sister
man	nephew	English	step-nephew
man	nephew	Swedish	brorson
man	nephew	Swedish	systerson
man	nephew	Swedish	nevö
man	nephew	Swedish	nevö_och_niece
man	nephew	Swedish	niece
man	nephew	Swedish	släktskap
man	nephew	Swedish	systerdotter
man	nephew	Swedish	brorsdotter
man	nephew	Spanish	sobrino
man	nephew	Spanish	hijo_o_hija_de_la_hermana
man	nephew	Spanish	sobrino_o_sobrina_sororal
man	nephew	Spanish	sobrino_o_sobrina
man	nephew	Spanish	sobrino_carnal
man	nephew	Spanish	sobrinos_carnales
man	nephew	Spanish	sobrina_y_sobrino
man	nephew	Spanish	sobrino_y_sobrina
man	nephew	Japanese	甥
man	nephew	Japanese	義甥
man	nephew	Japanese	甥っ子
man	nephew	Japanese	甥姪
man	nephew	Japanese	養甥
man	nephew	Japanese	甥御
man	nephew	Japanese	猶子
man	nephew	Japanese	甥御さん
man	nephew	Georgian	დისწული
man	nephew	Georgian	ძმისწული
man	nephew	Polish	siostrzeniec
man	nephew	Polish	syn_brata_lub_siostry
man	nephew	Polish	bratanek
man	nephew	Polish	nieć
man	nephew	Polish	dziecko_brata_lub_siostry
man	nephew	Serbian	нећак
man	nephew	Serbian	сестрић
man	nephew	Chinese	外甥
man	nephew	Chinese	甥
man	nephew	Chinese	甥侄
man	nephew	Chinese	侄
man	nephew	Chinese	侄子
man	nephew	Chinese	甥姪
man	nephew	Chinese	外甥或侄子
man	nephew	Chinese	姨甥
man	nephew	Chinese	姨甥女
man	nephew	Chinese	外甥女
man	nephew	Chinese	侄_子
man	nephew	Basque	iloba
man	nephew	Arabic	أبناء_الإخوة
man	nephew	Arabic	أبناء_وبنات_الأخ
man	nephew	Arabic	ابن_شقيق
man	nephew	Arabic	ابن_الأخ
man	nephew	Arabic	ابناء_وبنات_الأخ
man	nephew	Greek	ανιψιός
man	nephew	Greek	ανίψι
man	nephew	Greek	ανιψιά
man	nephew	Vietnamese	cháu_trai
man	nephew	Vietnamese	cháu_trai
man	uncle	English	uncle
man	uncle	English	uncle-in-law
man	uncle	English	Father's_brother
man	uncle	English	Uncle-in-law
man	uncle	English	Great-granduncle
man	uncle	English	Great-grand-uncle
man	uncle	English	Grand-uncle
man	uncle	English	Grand_uncle
man	uncle	English	Oncle
man	uncle	English	Great_uncle
man	uncle	English	Greatuncle
man	uncle	English	Great-uncles
man	uncle	English	Uncles
man	uncle	Swedish	onkel
man	uncle	Swedish	farbror
man	uncle	Swedish	morbror
