synset	hyponym	lang	gloss
woman	queen	Chinese	王后
woman	queen	Chinese	后
woman	queen	Chinese	女皇
woman	queen	Chinese	女_皇_君_临_。
woman	queen	Chinese	女君主
woman	queen	Chinese	朝女王
woman	queen	Greek	βασίλισσα
woman	queen	Greek	ἄνασσα
woman	queen	Greek	αυτοκράτειρας_κυβερνών
woman	queen	Greek	βασίλισσα_κυβερνών
woman	queen	Greek	θηλυκό_μονάρχη
woman	queen	Vietnamese	nữ_vương
woman	queen	Vietnamese	nữ_hoàng
woman	queen	Vietnamese	nữ_hoàng_đương_vị
woman	queen	Vietnamese	bà_hoàng
woman	queen	Vietnamese	bà_chúa
woman	queen	Vietnamese	Nữ_vương
woman	queen	Vietnamese	tại_ngôi_nữ_hoàng
woman	queen	Arabic	مَلِكَة
woman	queen	Arabic	المَلِكَة
woman	queen	Arabic	المَلِكَه
woman	queen	Arabic	مَلِكَة‎
woman	queen	Arabic	الإمبراطورة_النهج_السائد
woman	queen	Arabic	العاهل_الإناث
woman	queen	Arabic	ملكة_النهج_السائد
woman	mother	Swedish	mor
woman	mother	Swedish	mamma
woman	mother	Swedish	moder
woman	mother	Swedish	Moder
woman	mother	Swedish	MOR
woman	mother	Swedish	Mor
woman	mother	Swedish	Mamma
woman	mother	Swedish	Morsa
woman	mother	Swedish	mödrar
woman	mother	Swedish	biologiska_mor
woman	mother	Swedish	honförälder
woman	mother	Spanish	madre
woman	mother	Spanish	mamá
woman	mother	Spanish	Mamá
woman	mother	Spanish	progenitora
woman	mother	Spanish	mami
woman	mother	Spanish	ma
woman	mother	Spanish	mama
woman	mother	Spanish	Maternidad
woman	mother	Spanish	Madres
woman	mother	Spanish	madres
woman	mother	Spanish	progenitor_femenino
woman	mother	Spanish	madre_biológica
woman	mother	English	mother
woman	mother	English	Mothers
woman	mother	English	birth_mother
woman	mother	English	mum
woman	mother	English	mom
woman	mother	English	birthmother
woman	mother	English	mothering
woman	mother	English	female_parent
woman	mother	English	Biological_mother
woman	mother	English	Mamas
woman	mother	English	mommy
woman	mother	English	Maternaty
woman	mother	English	Mom
woman	mother	English	Mothered
woman	mother	English	Moms
woman	mother	English	motherhood
woman	mother	English	Birth_mother
woman	mother	English	Birthmother
woman	mother	English	Maternal_figure
woman	mother	English	Maternal_ancestor
woman	mother	English	Mothering
woman	mother	English	Motherly
woman	mother	English	Motherhoods
woman	mother	English	Mother_hood
woman	mother	Japanese	母親
woman	mother	Japanese	母
woman	mother	Japanese	女親
woman	mother	Japanese	生母
woman	mother	Japanese	異母
woman	mother	Japanese	おっかあ
woman	mother	Japanese	お母さま
woman	mother	Japanese	実母
woman	mother	Japanese	母者人
woman	mother	Japanese	お袋
woman	mother	Japanese	慈母
woman	mother	Japanese	母上
woman	mother	Japanese	母ちゃん
woman	mother	Japanese	マザー
woman	mother	Japanese	かあ様
woman	mother	Japanese	母君
woman	mother	Japanese	母様
woman	mother	Japanese	母_親
woman	mother	Japanese	おっ母
woman	mother	Japanese	お母さん
woman	mother	Japanese	垂乳女
woman	mother	Japanese	母さん
woman	mother	Japanese	ムッター
woman	mother	Japanese	お母様
woman	mother	Japanese	御母様
woman	mother	Japanese	御母さん
woman	mother	Japanese	母御
woman	mother	Japanese	垂乳根
woman	mother	Japanese	母じゃ人
woman	mother	Polish	matka
woman	mother	Polish	mama
woman	mother	Polish	Macierzyństwo
woman	mother	Polish	rodzicielka
woman	mother	Polish	mamusia
woman	mother	Polish	Mama
woman	mother	Polish	rodzic_żeński
woman	mother	Polish	matek
woman	mother	Basque	ama
woman	mother	Basque	Ama
woman	mother	Basque	Amatasun
woman	mother	Serbian	мајка
woman	mother	Serbian	Мајка
woman	mother	Serbian	Мама
woman	mother	Serbian	Mati
woman	mother	Serbian	мајке
woman	mother	Serbian	зенски_родитељ
woman	mother	Chinese	母_亲
woman	mother	Chinese	母亲
woman	mother	Chinese	妈妈
woman	mother	Chinese	媽媽
woman	mother	Chinese	母親
woman	mother	Chinese	母
woman	mother	Chinese	娘
woman	mother	Chinese	媽咪
woman	mother	Chinese	妈
woman	mother	Chinese	额娘
woman	mother	Chinese	先妣
woman	mother	Chinese	娘亲
woman	mother	Chinese	令堂
woman	mother	Chinese	娘親
woman	mother	Chinese	家慈
woman	mother	Chinese	母妃
woman	mother	Chinese	家母
woman	mother	Chinese	老媽子
woman	mother	Chinese	老妈子
woman	mother	Chinese	老母
woman	mother	Chinese	妈咪
woman	mother	Chinese	阿娘
woman	mother	Chinese	母后
woman	mother	Chinese	皇额娘
woman	mother	Chinese	令寿堂
woman	mother	Chinese	額娘
woman	mother	Chinese	令壽堂
woman	mother	Chinese	阿妈
woman	mother	Chinese	阿母
woman	mother	Chinese	媽
woman	mother	Chinese	皇額娘
woman	mother	Chinese	母本
woman	mother	Greek	μητέρα
woman	mother	Greek	μάνα
woman	mother	Greek	μαμά
woman	mother	Greek	Μητέρα
woman	mother	Greek	θηλυκός_γονέας
woman	mother	Greek	μητέρες
woman	mother	Vietnamese	mẹ
woman	mother	Vietnamese	bu
woman	mother	Vietnamese	má
woman	mother	Vietnamese	Mẹ_đẻ
woman	mother	Vietnamese	Thân_mẫu
woman	mother	Vietnamese	Người_mẹ
woman	mother	Vietnamese	nữ_cha_mẹ
woman	mother	Arabic	أم
woman	mother	Arabic	وَالِدَة
woman	mother	Arabic	أُمّ
woman	mother	Arabic	والدة
woman	mother	Arabic	الأم
woman	mother	Arabic	أنثى_الوالد
woman	fishmonger	Swedish	fiskhandlare
woman	fishmonger	Swedish	fiskmånglerska
woman	fishmonger	Swedish	Fiskhandlare
woman	fishmonger	Swedish	fisk_monger
woman	fishmonger	Spanish	pescadera
woman	fishmonger	Spanish	pescadero
woman	fishmonger	Spanish	vendedor_de_pescado
woman	fishmonger	Spanish	pescaderías
woman	fishmonger	Spanish	verdulera
woman	fishmonger	English	fishmonger
woman	fishmonger	English	fishwife
woman	fishmonger	English	fishlass
woman	fishmonger	English	fish-fag
woman	fishmonger	English	fishwoman
woman	fishmonger	English	Fish_wife
woman	fishmonger	English	Fish_fag
woman	fishmonger	English	Fishwife's_tongue
woman	fishmonger	English	Fishmongers
woman	fishmonger	English	Fishwoman
woman	fishmonger	English	Fish_monger
woman	fishmonger	Japanese	魚屋
woman	fishmonger	Japanese	鮮魚店
woman	fishmonger	Japanese	フィッシュワイフ
woman	fishmonger	Japanese	魚_屋
woman	fishmonger	Japanese	ガ_ミ_女
woman	fishmonger	Japanese	魚_屋_、
woman	fishmonger	Japanese	fishwife
woman	fishmonger	Georgian	თევზით_მოვაჭრე
woman	fishmonger	Polish	handlarka_ryb
woman	fishmonger	Polish	fishmonger
woman	fishmonger	Polish	fishmongers
woman	fishmonger	Polish	monger_ryb
woman	fishmonger	Polish	sprzedawca_ryb
woman	fishmonger	Polish	fishwife
woman	fishmonger	Basque	arrain-saltzaile
woman	fishmonger	Basque	arrainketari
woman	fishmonger	Basque	arraindun
woman	fishmonger	Serbian	продавачица_рибе
woman	fishmonger	Serbian	трговац_рибом
woman	fishmonger	Serbian	рибе
woman	fishmonger	Serbian	рибе_монгер
woman	fishmonger	Chinese	魚商_鱼商_魚販子_鱼贩子_魚販_鱼贩
woman	fishmonger	Chinese	鱼_贩_子
woman	fishmonger	Chinese	鱼_贩_，
woman	fishmonger	Chinese	鱼_贩
woman	fishmonger	Chinese	长_舌_妇
woman	fishmonger	Chinese	长舌妇
woman	fishmonger	Chinese	鱼贩
woman	fishmonger	Greek	ιχθυοπώλης
woman	fishmonger	Greek	φωνακλού
woman	fishmonger	Greek	ψαράς
woman	fishmonger	Greek	ιχθυοπώλες
woman	fishmonger	Vietnamese	chị_bán_cá
woman	fishmonger	Vietnamese	ngưởi_bán_cá
woman	fishmonger	Vietnamese	fishmongers
woman	fishmonger	Vietnamese	cửa_hàng_bán_cá
woman	fishmonger	Vietnamese	người_đánh_cá
woman	fishmonger	Vietnamese	monger_cá
woman	fishmonger	Arabic	سماك
woman	fishmonger	Arabic	بائعة_سمك
woman	fishmonger	Arabic	وبائعة_سمك
woman	girlfriend	Swedish	flickvän
woman	girlfriend	Swedish	tjej
woman	girlfriend	Swedish	Flickvän
woman	girlfriend	Swedish	tjänsteflicka
woman	girlfriend	Swedish	kärasta
woman	girlfriend	Swedish	piga
woman	girlfriend	Swedish	väninna
woman	girlfriend	Spanish	novia
woman	girlfriend	Spanish	compañera
woman	girlfriend	Spanish	pareja
woman	girlfriend	Spanish	chica
woman	girlfriend	Spanish	prometida
woman	girlfriend	Spanish	polola
woman	girlfriend	Spanish	compañera_sentimental
woman	girlfriend	Spanish	lady_amigo
woman	girlfriend	Spanish	niña
